id,company_rating,company_location,total_fleet_count,iata_approved,company_loaction
31042,100%,Guinea,1.0,t,na
14069,100%,Mauritania,1.0,t,na
36864,,,1.0,t,na
43177,,Nauru,1.0,f,na
34788,,Niue,1.0,t,na
16385,100%,,1.0,t,na
19785,,Kenya,4.0,f,na
25056,100%,Gibraltar,1.0,t,na
2854,100%,Venezuela,1.0,f,na
29218,,Marshall Islands,1.0,f,na
20461,,Russian Federation,1.0,f,na
35628,,,1.0,t,na
48308,,United Kingdom,1.0,f,na
8085,,,1.0,f,na
21298,100%,Uzbekistan,2.0,f,na
28905,,,1.0,t,na
38282,,Tonga,5.0,f,na
3442,100%,Tonga,2.0,t,na
42954,100%,Finland,1.0,f,na
1215,100%,Sao Tome and Principe,1.0,f,na
28341,,France,1.0,t,na
38404,0%,Zimbabwe,1.0,f,na
13674,90%,Fiji,2.0,t,na
6833,,Jersey,1.0,f,na
1162,,,2.0,f,na
20071,,Sao Tome and Principe,1.0,t,na
46895,,Turks and Caicos Islands,1.0,f,na
41332,100%,,4.0,f,na
34484,,Isle of Man,1.0,f,na
25665,,,1.0,f,na
36340,,Marshall Islands,1.0,f,na
25990,50%,Venezuela,1.0,t,na
17106,100%,,1.0,f,na
117,,Tonga,1.0,t,na
33027,,,1.0,f,na
49047,,Djibouti,1.0,t,na
37739,,,1.0,t,na
32001,100%,Svalbard & Jan Mayen Islands,2.0,t,na
40841,100%,Micronesia,1.0,f,na
41891,,,1.0,t,na
35782,,Turkmenistan,1.0,t,na
31957,,Russian Federation,1.0,t,na
23234,100%,Marshall Islands,1.0,f,na
1433,,Rwanda,1.0,f,na
32194,,China,1.0,f,na
12508,70%,Holy See (Vatican City State),3.0,t,na
27293,75%,Maldives,1.0,f,na
21010,,,1.0,f,na
20868,100%,Montserrat,2.0,t,na
38547,0%,Angola,3.0,t,na
6678,,China,1.0,f,na
5040,100%,Kenya,1.0,f,na
14716,,Faroe Islands,2.0,t,na
17756,,Tonga,1.0,f,na
41178,50%,Barbados,1.0,t,na
18439,,,1.0,t,na
9177,,Maldives,1.0,f,na
7190,,Greenland,1.0,f,na
10639,100%,Mauritania,1.0,f,na
3637,80%,,2.0,f,na
23512,,,1.0,f,na
21385,100%,Cuba,10.0,f,na
20420,0%,Jersey,1.0,t,na
14942,,Malta,1.0,f,na
26349,100%,,1.0,t,na
42301,100%,Turkmenistan,1.0,t,na
4417,100%,Niue,1.0,f,na
20226,,,1.0,f,na
20217,90%,,2.0,t,na
7318,100%,Niger,2.0,f,na
24697,100%,Congo,1.0,t,na
4134,,Niue,1.0,f,na
9973,,,1.0,f,na
41898,,Maldives,1.0,t,na
46049,100%,El Salvador,2.0,f,na
35658,,Zimbabwe,1.0,f,na
29566,,French Polynesia,1.0,f,na
44827,,Senegal,1.0,f,na
27834,,,1.0,t,na
8110,,Papua New Guinea,1.0,f,na
34759,,United Kingdom,1.0,f,na
2035,40%,,1.0,f,na
37008,,Cape Verde,1.0,t,na
7769,100%,Niue,1.0,f,na
9481,,Somalia,1.0,f,na
29502,,Tonga,1.0,t,na
6742,100%,,1.0,f,na
29327,,Svalbard & Jan Mayen Islands,1.0,f,na
33430,100%,Monaco,2.0,f,na
37483,100%,Gibraltar,3.0,f,na
3672,,Bouvet Island (Bouvetoya),1.0,t,na
405,,United Kingdom,2.0,t,na
48662,,Bahrain,1.0,t,na
3978,100%,,1.0,t,na
26681,100%,Niue,1.0,f,na
27767,,Niue,1.0,f,na
26398,,,1.0,f,na
12604,,Bosnia and Herzegovina,1.0,t,na
21153,,Micronesia,1.0,f,na
34772,,Congo,1.0,f,na
36044,,Bouvet Island (Bouvetoya),1.0,f,na
17529,100%,Turkmenistan,1.0,f,na
8861,100%,Tunisia,2.0,t,na
21607,90%,France,3.0,t,na
34955,43%,Russian Federation,1.0,t,na
3414,,,1.0,f,na
48554,100%,Gibraltar,1.0,f,na
36426,,United Kingdom,1.0,t,na
17679,100%,Togo,1.0,f,na
43017,0%,Gibraltar,2.0,t,na
39895,100%,,3.0,f,na
21077,100%,Togo,1.0,t,na
3503,100%,Ukraine,2.0,t,na
48615,,Netherlands,1.0,f,na
10357,100%,Indonesia,1.0,t,na
24061,,Zimbabwe,1.0,f,na
6298,,Brazil,1.0,f,na
25225,,Ukraine,1.0,f,na
35854,100%,Mexico,1.0,f,na
23158,100%,,1.0,f,na
16894,100%,,1.0,f,na
34107,,Costa Rica,1.0,f,na
5572,90%,,1.0,f,na
28838,,,1.0,t,na
40374,100%,Ecuador,1.0,t,na
45090,100%,,1.0,f,na
31558,33%,Niger,1.0,f,na
27399,100%,,4.0,f,na
44325,,Lebanon,1.0,t,na
27934,100%,,1.0,f,na
44295,100%,Djibouti,1.0,f,na
35279,100%,Guinea,1.0,f,na
43236,,,1.0,f,na
47143,100%,Anguilla,1.0,t,na
27611,,Brazil,1.0,f,na
12942,,Guinea,3.0,t,na
30806,70%,Guernsey,1.0,f,na
20203,,,1.0,f,na
31341,,Russian Federation,2.0,f,na
45122,100%,,1.0,t,na
24970,100%,Cape Verde,1.0,t,na
21363,100%,Guinea,2.0,t,na
35022,,Turkmenistan,1.0,f,na
27588,,,1.0,t,na
10035,100%,Tonga,2.0,f,na
22246,,,1.0,t,na
7561,100%,Venezuela,6.0,t,na
26396,,,2.0,f,na
39241,,Rwanda,1.0,f,na
32539,90%,,1.0,f,na
23456,,,1.0,t,na
42625,,Russian Federation,1.0,t,na
36978,,,1.0,f,na
44843,,Croatia,1.0,t,na
32996,,,1.0,f,na
9876,,Costa Rica,1.0,f,na
46894,100%,Malawi,2.0,t,na
34689,,French Guiana,1.0,t,na
16913,100%,,2.0,t,na
8716,80%,Sao Tome and Principe,2.0,t,na
36143,90%,Turks and Caicos Islands,4.0,f,na
35036,100%,Anguilla,1.0,f,na
14024,100%,,2.0,f,na
15988,,Lebanon,1.0,t,na
13019,100%,,1.0,f,na
14955,100%,Micronesia,1.0,t,na
11345,,Tunisia,1.0,t,na
10495,,Brazil,1.0,f,na
13988,100%,,1.0,f,na
29330,,El Salvador,2.0,t,na
224,100%,,1.0,t,na
19517,,Malawi,1.0,f,na
33189,,French Guiana,1.0,f,na
24024,80%,,3.0,f,na
46379,100%,,2.0,f,na
21821,,,1.0,t,na
12057,,Sao Tome and Principe,2.0,f,na
4585,,Philippines,1.0,t,na
29302,,,1.0,f,na
18848,,,3.0,t,na
7191,100%,Uzbekistan,2.0,f,na
36897,,Tonga,1.0,t,na
6223,100%,Marshall Islands,12.0,f,na
7852,100%,Faroe Islands,1.0,f,na
27655,,Monaco,1.0,f,na
40940,100%,Malta,2.0,f,na
38933,100%,Montserrat,1.0,f,na
18578,,Sao Tome and Principe,1.0,t,na
19137,100%,Russian Federation,1.0,t,na
37574,100%,Zimbabwe,2.0,t,na
7570,100%,Uzbekistan,3.0,f,na
28074,70%,,3.0,t,na
8138,,Lebanon,8.0,f,na
44405,100%,France,1.0,t,na
32179,67%,,1.0,f,na
43688,100%,,1.0,f,na
30070,100%,,1.0,t,na
39875,,,1.0,f,na
32948,100%,Croatia,1.0,t,na
30680,,Guinea,4.0,f,na
19826,100%,,2.0,f,na
42966,100%,Zimbabwe,1.0,t,na
8347,100%,,1.0,f,na
17758,80%,,1.0,f,na
10212,,Turkmenistan,2.0,f,na
32619,100%,,1.0,t,na
29135,,Gambia,1.0,t,na
45897,,Cook Islands,1.0,t,na
34687,100%,,2.0,f,na
26339,,,1.0,f,na
12045,100%,,2.0,t,na
8936,,Cocos (Keeling) Islands,1.0,f,na
29375,,Jersey,1.0,t,na
15496,50%,,1.0,t,na
42843,100%,,1.0,f,na
36930,100%,Sao Tome and Principe,1.0,t,na
31591,100%,,1.0,t,na
27146,,Russian Federation,1.0,f,na
3238,100%,,1.0,t,na
16146,100%,,1.0,f,na
7402,100%,,1.0,f,na
12117,100%,Monaco,1.0,f,na
13105,100%,Anguilla,2.0,f,na
28736,,Senegal,1.0,t,na
45770,,,1.0,f,na
12087,,Jersey,2.0,f,na
22781,100%,Croatia,1.0,f,na
8862,100%,Nicaragua,3.0,f,na
12593,100%,Reunion,2.0,f,na
636,97%,Vanuatu,3.0,f,na
36836,,Tanzania,1.0,f,na
47728,,Jersey,1.0,f,na
7552,,,2.0,f,na
24738,100%,Somalia,2.0,t,na
14040,,,1.0,t,na
10058,100%,Nicaragua,1.0,f,na
1410,100%,,1.0,f,na
21228,90%,Russian Federation,1.0,f,na
4794,100%,Marshall Islands,1.0,f,na
11959,100%,Gibraltar,2.0,t,na
4660,,Gambia,1.0,f,na
17294,,,1.0,f,na
7868,100%,Marshall Islands,1.0,f,na
42285,100%,Chile,1.0,t,na
48601,,,3.0,f,na
28445,100%,Jersey,1.0,t,na
23266,,Lebanon,1.0,f,na
42827,100%,Nicaragua,3.0,t,na
11296,100%,Micronesia,1.0,f,na
14767,,,1.0,f,na
8700,,,1.0,t,na
40254,,,1.0,t,na
195,,Slovenia,1.0,f,na
4068,100%,Togo,1.0,f,na
6010,100%,Isle of Man,1.0,t,na
46879,100%,Netherlands,1.0,f,na
3277,,,1.0,f,na
29615,100%,Zimbabwe,2.0,t,na
43883,,Russian Federation,1.0,t,na
48158,100%,Canada,1.0,t,na
47059,,Lebanon,1.0,f,na
38819,,,1.0,f,na
34839,,Jersey,1.0,t,na
49049,50%,Nauru,1.0,f,na
31996,,Niue,1.0,f,na
30862,,Tunisia,2.0,t,na
10064,,Russian Federation,1.0,t,na
6774,,,1.0,t,na
42097,100%,Kenya,1.0,f,na
17521,100%,,1.0,f,na
28156,100%,Lebanon,2.0,f,na
32068,100%,,1.0,f,na
5890,,China,1.0,f,na
28992,100%,Jersey,1.0,t,na
10836,,Croatia,1.0,t,na
49769,,El Salvador,1.0,t,na
31116,,Sao Tome and Principe,1.0,f,na
10158,100%,Ukraine,6.0,t,na
16360,,,2.0,f,na
24707,,,1.0,f,na
42563,90%,Micronesia,3.0,t,na
12348,,,1.0,f,na
25177,100%,Costa Rica,2.0,t,na
35517,,Guinea,1.0,f,na
27333,100%,Netherlands,1.0,t,na
15968,100%,,1.0,f,na
8657,,Kiribati,1.0,f,na
27094,,,1.0,f,na
30359,100%,Bosnia and Herzegovina,1.0,f,na
6921,100%,,1.0,f,na
24911,100%,,1.0,f,na
12373,,China,1.0,t,na
1968,100%,,1.0,t,na
36839,100%,,1.0,t,na
38356,100%,Anguilla,2.0,f,na
30985,100%,Uzbekistan,5.0,f,na
40656,100%,Sao Tome and Principe,1.0,f,na
15754,,Rwanda,1.0,f,na
5359,,Moldova,1.0,f,na
8749,100%,Niue,1.0,f,na
7241,,Kiribati,1.0,f,na
33416,100%,,1.0,t,na
6312,100%,Kenya,1.0,f,na
21987,,,1.0,f,na
23682,57%,Uganda,4.0,f,na
24273,,,1.0,f,na
31806,100%,Micronesia,1.0,t,na
44961,0%,,1.0,f,na
12234,,Cocos (Keeling) Islands,1.0,f,na
13123,,Kenya,1.0,f,na
44532,0%,Micronesia,1.0,f,na
43178,100%,Marshall Islands,2.0,f,na
3032,75%,Andorra,1.0,f,na
21464,100%,Mauritania,1.0,f,na
32089,100%,Cuba,1.0,f,na
15458,100%,,2.0,f,na
33945,100%,,2.0,t,na
30797,90%,Tunisia,1.0,f,na
30094,100%,,1.0,t,na
18154,,Finland,1.0,t,na
35205,100%,Uzbekistan,1.0,f,na
46901,,,1.0,t,na
47252,,Afghanistan,2.0,f,na
12495,,Lebanon,1.0,t,na
35764,,,2.0,t,na
24606,,,1.0,f,na
34636,90%,Isle of Man,1.0,t,na
13668,,Niue,1.0,f,na
39997,,,1.0,f,na
32079,,Suriname,1.0,f,na
25713,,,1.0,f,na
30209,100%,,1.0,f,na
47665,,Kenya,4.0,t,na
10491,,Guinea,2.0,t,na
21113,,Faroe Islands,1.0,t,na
32293,,El Salvador,1.0,t,na
33632,,Monaco,1.0,t,na
48522,,,1.0,f,na
6280,,Montserrat,1.0,f,na
22515,,,1.0,t,na
40997,,Maldives,1.0,t,na
26539,100%,,1.0,t,na
24031,,Chile,1.0,t,na
41548,,Chile,2.0,t,na
30829,,,1.0,f,na
42711,,,1.0,t,na
13362,,,1.0,t,na
37222,,,1.0,f,na
13894,100%,Isle of Man,5.0,f,na
12738,100%,Ecuador,2.0,t,na
45946,100%,,1.0,f,na
46361,,Chad,1.0,t,na
23534,100%,Maldives,2.0,f,na
49943,100%,,1.0,f,na
7184,77%,Reunion,13.0,f,na
17159,100%,,1.0,f,na
44877,75%,Tunisia,1.0,t,na
37155,,Niue,1.0,f,na
5819,,United Kingdom,1.0,f,na
47682,100%,Niue,1.0,t,na
18960,92%,,1.0,f,na
40104,,Somalia,1.0,t,na
25484,100%,,1.0,f,na
7890,,Micronesia,1.0,f,na
26655,100%,,1.0,t,na
28323,,Malta,1.0,t,na
2958,,,1.0,f,na
3294,100%,Uganda,3.0,f,na
13277,100%,Rwanda,2.0,t,na
9756,,Greenland,1.0,f,na
16780,,,1.0,f,na
8643,,Cocos (Keeling) Islands,1.0,f,na
10143,100%,Sao Tome and Principe,2.0,f,na
33540,,,1.0,t,na
19730,,Bahrain,1.0,t,na
34332,,Nicaragua,1.0,f,na
31904,,Niue,3.0,t,na
16942,100%,Uganda,2.0,f,na
10278,,China,1.0,f,na
26780,100%,Guinea,7.0,f,na
14622,,Isle of Man,1.0,t,na
25756,100%,Nicaragua,2.0,f,na
42466,100%,Wallis and Futuna,1.0,t,na
40467,,,1.0,f,na
37427,,,1.0,t,na
39700,100%,,1.0,f,na
10005,,Turkmenistan,1.0,t,na
15600,0%,Marshall Islands,1.0,f,na
9192,,Tunisia,1.0,t,na
19029,,,1.0,t,na
49832,100%,Bouvet Island (Bouvetoya),1.0,f,na
48335,,,1.0,f,na
48792,,Faroe Islands,1.0,t,na
43066,100%,,1.0,t,na
15692,,Lebanon,1.0,f,na
2535,100%,France,2.0,t,na
40849,,,1.0,f,na
13030,100%,Mauritania,1.0,t,na
45291,100%,Holy See (Vatican City State),1.0,t,na
40320,100%,Niue,2.0,f,na
40480,100%,Lebanon,1.0,t,na
11220,,Cape Verde,1.0,f,na
19526,100%,Malta,2.0,f,na
41288,100%,Nicaragua,3.0,f,na
30125,,,1.0,f,na
729,100%,Saint Helena,3.0,f,na
28051,100%,Marshall Islands,1.0,f,na
5659,100%,Tanzania,1.0,t,na
19754,0%,Indonesia,1.0,t,na
17765,,,1.0,t,na
38488,,Malta,1.0,t,na
23466,100%,Anguilla,1.0,t,na
29699,90%,Zimbabwe,1.0,f,na
48502,100%,Nicaragua,11.0,t,na
18644,,,1.0,f,na
8980,,Mauritania,1.0,t,na
4698,,United Kingdom,1.0,t,na
2315,,Marshall Islands,1.0,t,na
46017,75%,,1.0,f,na
4972,100%,,1.0,t,na
23000,90%,,4.0,f,na
32556,90%,Estonia,11.0,t,na
17212,,Marshall Islands,1.0,f,na
7109,100%,Malta,1.0,f,na
8550,100%,Jersey,1.0,t,na
17024,,Niue,1.0,t,na
10207,100%,Anguilla,1.0,t,na
35640,100%,Uganda,3.0,f,na
26084,,Vietnam,4.0,t,na
37776,,,1.0,t,na
34831,100%,Denmark,2.0,f,na
17921,100%,Cuba,1.0,t,na
4267,100%,Senegal,22.0,t,na
14190,,,1.0,t,na
12162,82%,,2.0,f,na
6801,100%,Kiribati,2.0,f,na
22311,100%,,1.0,t,na
20001,,,1.0,f,na
24918,100%,Micronesia,1.0,f,na
38741,,France,1.0,f,na
13101,100%,Jersey,1.0,t,na
21478,,Malta,1.0,t,na
18298,0%,Uzbekistan,1.0,f,na
47853,,,2.0,t,na
17569,,,2.0,f,na
23938,100%,Guernsey,1.0,f,na
29736,100%,,1.0,t,na
18759,,,1.0,f,na
2768,100%,Christmas Island,2.0,t,na
19899,,Slovenia,1.0,t,na
20520,83%,,1.0,f,na
19842,85%,Turkmenistan,53.0,f,na
25352,100%,Monaco,3.0,t,na
41407,,,1.0,f,na
19647,,Malawi,1.0,t,na
38945,,,1.0,t,na
47761,100%,Niue,2.0,f,na
30486,,Micronesia,1.0,f,na
14930,,,1.0,t,na
20615,,,1.0,f,na
21646,100%,Togo,2.0,f,na
35246,100%,,2.0,f,na
35412,,,1.0,t,na
4991,,,1.0,f,na
28444,,Chad,1.0,t,na
9734,,Togo,1.0,f,na
26315,,El Salvador,1.0,t,na
24844,100%,Uzbekistan,6.0,f,na
12425,,Guernsey,1.0,f,na
42526,100%,Niue,1.0,t,na
2916,100%,Nicaragua,1.0,t,na
10868,0%,,1.0,t,na
9541,,,1.0,t,na
9894,100%,,1.0,f,na
13301,100%,Togo,2.0,f,na
24853,100%,,1.0,f,na
38079,,French Guiana,1.0,f,na
24133,100%,Cuba,1.0,t,na
13042,100%,Costa Rica,5.0,f,na
8029,100%,Djibouti,1.0,f,na
16742,83%,Monaco,1.0,f,na
9922,100%,Papua New Guinea,1.0,f,na
33820,,,1.0,t,na
8945,,Guinea,1.0,f,na
48838,,Niue,1.0,f,na
37003,,France,1.0,f,na
43051,,,1.0,f,na
39014,33%,Nicaragua,1.0,f,na
562,100%,Nicaragua,1.0,f,na
35368,100%,Kiribati,1.0,f,na
39818,,,1.0,f,na
45821,100%,Nicaragua,1.0,t,na
28087,,Rwanda,1.0,f,na
19283,,Niue,1.0,f,na
23194,100%,Ecuador,1.0,t,na
6266,100%,,4.0,f,na
41494,,Guinea,1.0,t,na
10215,100%,,1.0,f,na
42539,,Faroe Islands,1.0,f,na
33032,83%,Russian Federation,1.0,f,na
49330,100%,Indonesia,1.0,f,na
45754,100%,French Guiana,1.0,t,na
47223,,Cocos (Keeling) Islands,1.0,f,na
37915,,Marshall Islands,1.0,f,na
18981,,Libyan Arab Jamahiriya,1.0,t,na
4471,67%,,2.0,f,na
38723,100%,Bosnia and Herzegovina,1.0,f,na
13553,93%,Vietnam,5.0,f,na
46335,100%,Nicaragua,1.0,t,na
31117,80%,Croatia,3.0,t,na
31836,100%,Zimbabwe,1.0,f,na
30432,0%,,1.0,f,na
38618,100%,Guernsey,1.0,t,na
13965,,,1.0,f,na
22930,,Nicaragua,1.0,f,na
794,100%,Indonesia,1.0,f,na
28763,67%,Rwanda,2.0,f,na
11239,,,1.0,f,na
4239,,,1.0,f,na
1300,100%,Micronesia,1.0,f,na
15446,,Zimbabwe,1.0,f,na
33113,100%,,2.0,t,na
44115,,Isle of Man,1.0,f,na
797,100%,,1.0,f,na
44376,,,3.0,t,na
17589,80%,,1.0,f,na
37019,,,1.0,f,na
40542,100%,,1.0,t,na
7124,,,1.0,f,na
43347,100%,Bouvet Island (Bouvetoya),1.0,f,na
39807,50%,Ecuador,1.0,f,na
33822,,Chad,1.0,f,na
5681,75%,Denmark,1.0,f,na
21146,,,1.0,f,na
25164,,Kenya,4.0,f,na
14169,,,1.0,f,na
26015,86%,Russian Federation,1.0,t,na
22492,60%,Kiribati,2.0,f,na
42286,94%,Vietnam,9.0,t,na
4588,100%,Malawi,1.0,t,na
46764,100%,Chile,3.0,t,na
45787,100%,,1.0,f,na
30453,,Svalbard & Jan Mayen Islands,1.0,f,na
40202,100%,,2.0,f,na
27854,,,1.0,f,na
44291,,Kiribati,1.0,f,na
41972,,,1.0,t,na
6566,100%,French Guiana,1.0,t,na
29659,,Tonga,1.0,f,na
31104,100%,France,2.0,f,na
32531,100%,Togo,4.0,f,na
41232,100%,,3.0,f,na
734,,Lebanon,1.0,t,na
36600,,,1.0,f,na
16929,100%,,1.0,t,na
22294,,Sao Tome and Principe,1.0,f,na
15837,100%,,1.0,t,na
32588,,Nicaragua,1.0,t,na
24235,,Libyan Arab Jamahiriya,1.0,t,na
4056,,Brunei Darussalam,1.0,f,na
41160,,Papua New Guinea,1.0,t,na
8492,,,1.0,t,na
28316,100%,,2.0,f,na
3193,100%,Latvia,2.0,f,na
35914,100%,China,1.0,t,na
44450,,,1.0,f,na
11453,,,1.0,t,na
49089,,Denmark,1.0,f,na
10950,100%,Greenland,1.0,f,na
10336,,,1.0,t,na
47163,,,1.0,f,na
35104,100%,Switzerland,2.0,f,na
12583,100%,,1.0,f,na
23684,,,1.0,t,na
996,,Cuba,1.0,t,na
32380,,,1.0,f,na
34981,,Turks and Caicos Islands,3.0,f,na
28965,90%,Pakistan,2.0,f,na
39104,,Togo,1.0,f,na
2492,,Russian Federation,1.0,f,na
13716,80%,,1.0,f,na
38267,90%,United Kingdom,1.0,t,na
21967,100%,Cape Verde,1.0,f,na
18869,,Malta,2.0,f,na
16596,100%,Congo,3.0,f,na
18913,,,1.0,t,na
22791,100%,Uzbekistan,1.0,t,na
17881,100%,,1.0,t,na
26767,87%,,2.0,f,na
42643,,,1.0,f,na
40549,100%,Maldives,2.0,t,na
8173,100%,Barbados,2.0,t,na
1850,,,1.0,f,na
40927,100%,Micronesia,3.0,f,na
20943,100%,Jersey,2.0,f,na
13977,90%,Isle of Man,1.0,f,na
12683,100%,Lithuania,1.0,t,na
47552,,China,1.0,f,na
37184,100%,Russian Federation,1.0,t,na
43277,,Sao Tome and Principe,1.0,f,na
29320,,,1.0,f,na
48748,,Micronesia,1.0,t,na
36830,,Ghana,1.0,f,na
2255,100%,Guinea,1.0,t,na
16425,,Guinea,1.0,f,na
2931,100%,,1.0,f,na
21330,,Zimbabwe,1.0,t,na
36319,75%,France,2.0,t,na
44970,91%,Russian Federation,1.0,f,na
22336,,Venezuela,1.0,f,na
13234,,Niue,2.0,f,na
6729,,,1.0,f,na
22451,100%,Guinea,1.0,f,na
45814,,Monaco,1.0,f,na
48475,100%,Lebanon,1.0,f,na
18219,100%,Jersey,1.0,t,na
49232,100%,,1.0,f,na
42431,,,1.0,t,na
27485,100%,Uzbekistan,2.0,t,na
47549,100%,,1.0,f,na
34337,100%,Croatia,2.0,f,na
25770,,Micronesia,1.0,f,na
7923,100%,Togo,2.0,t,na
20561,,,1.0,f,na
30502,,,1.0,f,na
18710,,Costa Rica,1.0,f,na
42008,,,1.0,t,na
49081,,,1.0,f,na
32164,,Niue,1.0,f,na
32480,,Croatia,2.0,t,na
17972,100%,Guinea,1.0,f,na
6123,,Gambia,1.0,t,na
28685,100%,Guinea,1.0,t,na
24519,,Saint Martin,2.0,f,na
17481,,Anguilla,3.0,t,na
21950,,Uzbekistan,1.0,t,na
21909,100%,Christmas Island,3.0,f,na
5798,100%,,1.0,f,na
22074,,Jersey,1.0,f,na
15139,,,1.0,f,na
43593,100%,Guernsey,1.0,t,na
34410,100%,Maldives,1.0,f,na
44504,100%,,3.0,f,na
21573,100%,Kiribati,1.0,f,na
22005,100%,,1.0,f,na
10961,100%,Guinea,1.0,f,na
35574,100%,,1.0,f,na
10039,100%,Vanuatu,6.0,t,na
27316,100%,Puerto Rico,5.0,f,na
49213,,Micronesia,2.0,t,na
42028,50%,,1.0,t,na
28588,,,1.0,t,na
42796,,,1.0,f,na
6200,100%,,3.0,t,na
3854,100%,Philippines,3.0,f,na
19193,,El Salvador,1.0,t,na
24442,,Tonga,1.0,t,na
22359,100%,,3.0,f,na
33144,,Djibouti,3.0,t,na
37605,,,4.0,f,na
33518,100%,France,1.0,f,na
4005,100%,French Guiana,2.0,f,na
46930,100%,Turks and Caicos Islands,1.0,f,na
19020,,Zimbabwe,1.0,f,na
45099,,Mexico,1.0,f,na
19361,,Bosnia and Herzegovina,1.0,t,na
26234,,,1.0,t,na
19390,,Nicaragua,1.0,f,na
30992,,Turkmenistan,1.0,f,na
14240,100%,Chile,3.0,t,na
763,,,1.0,f,na
9600,,Brazil,1.0,f,na
23874,100%,Denmark,1.0,f,na
2730,,,1.0,f,na
21912,,Brazil,1.0,f,na
42478,,Costa Rica,1.0,f,na
773,100%,,1.0,f,na
41856,100%,Maldives,13.0,t,na
11571,,Guinea,1.0,t,na
935,,Guernsey,1.0,t,na
28230,,French Guiana,1.0,t,na
14762,,Nicaragua,1.0,f,na
22966,,Finland,1.0,t,na
41254,100%,Niue,1.0,f,na
49565,92%,Uganda,14.0,f,na
31519,,,1.0,t,na
48294,,Papua New Guinea,1.0,f,na
1977,,,1.0,t,na
35560,,Gambia,2.0,f,na
8570,,Jersey,1.0,f,na
12698,,Barbados,1.0,t,na
36375,100%,Mauritania,1.0,f,na
2408,90%,,1.0,f,na
42275,,Niue,1.0,f,na
14602,100%,Malawi,1.0,t,na
15561,,Marshall Islands,1.0,f,na
14565,80%,Isle of Man,1.0,f,na
15232,,Russian Federation,2.0,t,na
38497,100%,Tunisia,1.0,f,na
3752,,Lithuania,1.0,f,na
20405,,,1.0,f,na
41592,100%,Svalbard & Jan Mayen Islands,1.0,f,na
18568,,Russian Federation,1.0,f,na
40777,100%,,1.0,f,na
35405,100%,Tanzania,1.0,f,na
10803,100%,Nicaragua,1.0,f,na
21701,100%,,1.0,f,na
14009,100%,Russian Federation,1.0,f,na
26171,100%,Uruguay,1.0,f,na
35499,94%,Andorra,4.0,f,na
23256,100%,,6.0,f,na
17270,100%,Niue,1.0,t,na
24770,,,1.0,f,na
18120,100%,,1.0,t,na
44477,90%,Maldives,3.0,t,na
41448,,,1.0,t,na
9704,,,1.0,t,na
35363,,,1.0,f,na
33572,,,1.0,f,na
35886,,,2.0,f,na
29119,100%,Nicaragua,2.0,f,na
46609,100%,,4.0,t,na
46138,78%,Niger,1.0,f,na
20126,,Vanuatu,1.0,t,na
49114,,Venezuela,1.0,f,na
7777,,Pakistan,2.0,f,na
9892,,France,2.0,f,na
5252,,Kenya,1.0,t,na
42121,,Canada,1.0,t,na
16252,100%,,1.0,f,na
25335,,Croatia,1.0,t,na
24162,50%,,1.0,f,na
15164,100%,Tanzania,2.0,t,na
9200,,Russian Federation,1.0,t,na
29512,100%,Guinea,1.0,t,na
7960,,Peru,1.0,t,na
29516,,Chad,1.0,t,na
48794,75%,,1.0,f,na
21116,,,1.0,f,na
36916,0%,Uzbekistan,1.0,f,na
40144,100%,,1.0,f,na
42158,100%,,15.0,f,na
38747,,Zimbabwe,1.0,t,na
37303,,,1.0,f,na
42519,,Nauru,1.0,t,na
28830,100%,Lithuania,2.0,f,na
7972,100%,Uzbekistan,2.0,t,na
16755,,France,1.0,f,na
35375,,,1.0,f,na
45157,,Ghana,1.0,t,na
21853,100%,El Salvador,1.0,t,na
25597,,,5.0,f,na
6049,100%,Isle of Man,1.0,f,na
33283,100%,Isle of Man,1.0,t,na
31937,100%,,1.0,f,na
35136,,,1.0,f,na
49732,,,1.0,f,na
24135,70%,,1.0,f,na
44137,50%,,1.0,t,na
22538,100%,Gambia,1.0,t,na
25590,100%,Gambia,1.0,t,na
14635,,Monaco,1.0,f,na
37401,60%,Russian Federation,1.0,f,na
15728,100%,Lithuania,1.0,t,na
37999,100%,Senegal,20.0,t,na
13055,100%,,1.0,f,na
30778,100%,Guernsey,1.0,t,na
41596,100%,United Kingdom,1.0,t,na
24010,100%,Turkmenistan,2.0,t,na
42570,,,1.0,f,na
32186,100%,United Kingdom,2.0,f,na
23039,100%,,1.0,f,na
28527,100%,Russian Federation,1.0,t,na
39183,75%,,1.0,f,na
22709,,Jersey,1.0,f,na
6992,100%,Isle of Man,1.0,f,na
10132,,,1.0,t,na
8127,67%,Turks and Caicos Islands,1.0,f,na
22945,,,1.0,f,na
47738,100%,,1.0,f,na
13179,77%,Marshall Islands,2.0,f,na
18697,100%,Rwanda,8.0,f,na
16162,100%,Svalbard & Jan Mayen Islands,2.0,t,na
17753,,Guinea,1.0,f,na
18737,,,1.0,f,na
18886,95%,Vietnam,3.0,t,na
21679,100%,China,2.0,t,na
45108,,Holy See (Vatican City State),1.0,f,na
43302,100%,Reunion,1.0,t,na
7871,100%,Jersey,1.0,f,na
30087,,Bahrain,1.0,f,na
38842,100%,Uzbekistan,1.0,f,na
48160,,,1.0,f,na
30205,100%,,1.0,f,na
29022,100%,,1.0,f,na
40286,50%,Monaco,1.0,t,na
